12984en,"Foreign Affairs, Trade and Development Canada",2012,02,A-2011-00373,"Memorandums, briefing and Question Period notes prepared by/for the Assistant Deputy Minister level and above up to Minister, regarding the Pan-European Oil Sands Team (PEOST) from January 1, 2011 to June 10, 2011 and any report updating the PEOST Action Plan.",Disclosed in part,24
16934en,"Foreign Affairs, Trade and Development Canada",2012,12,A-2011-00373,"All reports, briefing material and memos produced for the Minister, President and/or Vice-presidents providing updates on CIDA-funded projects in Haiti. Limit to records produced since April 1, 2011. Exclude Cabinet Confidences.",Disclosed in part,203
13047en,"Foreign Affairs, Trade and Development Canada",2012,01,A-2011-00374,"Copies of memos, briefing and Question Period notes prepared by/for the Assistant Deputy Minister level up to the Minister, regarding the governmentﾒs oil sands advocacy strategy in the USA from January 1, 2011 to June 10, 2011.",Disclosed in part,7
17128en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2011-00374,"All reports, briefing material and memos produced for the Minister, president and/or vice-presidents providing updates on CIDA-funded projects in Pakistan. Limit to records produced since April 1, 2011. Exclude Cabinet Confidences.",Disclosed in part,46
12881en,"Foreign Affairs, Trade and Development Canada",2012,04,A-2011-00489,"All records, including QP notes, briefing notes, reports, memos, including drafts etc., regarding Canadian operations in Libya between February 1, 2011 and June 30, 2011.",Disclosed in part,416
17262en,"Foreign Affairs, Trade and Development Canada",2012,03,A-2011-00489,"Briefing notes, communications plans, consultant reports, memos (DG and up) on the new public-private partnership program, (begun with several projects with the mining industry)",No record exists,0
12106en,"Foreign Affairs, Trade and Development Canada",2013,03,A-2011-00491,"All records including briefing notes, emails and reports in the office of the Minister and/or Deputy Minister related to the April 2011 prison break at Sarpoza prison in Afghanistan.",Disclosed in part,38
17264en,"Foreign Affairs, Trade and Development Canada",2012,03,A-2011-00491,We wish to have access to and/or a copy of all and/or any ATI requests submitted to the CIDA by the Media during the calendar year 2010.,Disclosed in part,9
12880en,"Foreign Affairs, Trade and Development Canada",2012,04,A-2011-00492,"All records, including QP notes, briefing notes, reports, memos, including drafts etc., regarding Canadian operations in Libya between February 1, 2011 and June 30, 2011.",Disclosed in part,136
17265en,"Foreign Affairs, Trade and Development Canada",2012,03,A-2011-00492,We wish to have access to and/or a copy of all and/or any ATI requests submitted to the CIDA by the Media during the calendar year 2011.,Disclosed in part,15
12985en,"Foreign Affairs, Trade and Development Canada",2012,02,A-2011-00494,"All emails, text message and PIN transmission to/from David Sproule about Rotterdam Convention and chyrsotile asbestos, from June 13-27, 2011.",Disclosed in part,8
17267en,"Foreign Affairs, Trade and Development Canada",2012,03,A-2011-00494,Documentation which indicates all Appointments Term and Casual employees by this institution in the National Capital Region under the terms of the Public Service Employment Act during the period: January 2011,All disclosed,1
12802en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2011-00560,"All records concerning the June 28, 2011 bombing of the Inter-Continental hotel in Kabul, Afghanistan. Include records up until July 12, 2011.",Disclosed in part,165
17175en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2011-00560,Briefing notes identified in request A-2010-00359. Synopsis: Inclusion of the private sector in partnership programming; Document No. 15827.,Disclosed in part,3
12899en,"Foreign Affairs, Trade and Development Canada",2012,03,A-2011-00572,"All records relating to ""Article 19"" project funded by Department of Foreign Affairs and International Trade (listed in proactive disclosure- 2011-03-29).",Disclosed in part,137
17224en,"Foreign Affairs, Trade and Development Canada",2012,04,A-2011-00572,Creating the Canadian International Institute for industries and development / Canadian International Institute for extractive industries and development / Canadian International Institute for extractive industries and development - Consultation process.,Disclosed in part,37
12987en,"Foreign Affairs, Trade and Development Canada",2012,02,A-2011-00574,"All records relating to ""Netherlands Institute for Multiparty Democracy"" project funded by DFAIT (listed in proactive disclosure, 2011-01-21)",Disclosed in part,350
17179en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2011-00574,CIDA Doc. Number 19897 - WCS - Information - Tracking proposals report - September 2011.,Disclosed in part,8
12506en,"Foreign Affairs, Trade and Development Canada",2012,10,A-2011-00611,"Briefing book: 02008-2011 - Contact Group on Libya Istanbul, Turkey prepared for John Baird Minister of Foreign Affairs.",Disclosed in part,277
12803en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2011-00611,"Briefing book: 02008-2011 Contact Group on Libya Istanbul, Turkey prepared for John Baird Minister of Foreign Affairs. Timeframe: July 15, 2011.",Nothing disclosed (excluded),0
12577en,"Foreign Affairs, Trade and Development Canada",2012,09,A-2011-01135,Briefing notes concerning Minister Baird's trip to China and to the ASEAN Summit in July 2011 including follow-up notes.,Disclosed in part,639
12905en,"Foreign Affairs, Trade and Development Canada",2012,03,A-2011-01135,"Briefing notes concerning Minister Baird's trip to China and to the ASEAN Summit in July 2011, including follow-up notes.",Disclosed in part,172
12363en,"Foreign Affairs, Trade and Development Canada",2012,12,A-2011-01278,"All correspondence, internal and external of staff of the High Commission of Canada in the United Kingdom related to the European Fuel Quality Directive. Timeframe: October 16 to 21, 2011.",Disclosed in part,109
12807en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2011-01278,"Correspondence, internal and external, including but not limited to, briefing notes, letters, emails and reports of staff of the High Commission of Canada in the United Kingdom related to the European Fuel Quality Directive. Timeframe: October 16 to 21, 2011.",Disclosed in part,109
12635en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2011-02221 (FRENCH),"Copy of QP notes memorandums that were created and or sent to the Minister of Foreign Affairs. Timeframe: February 12 to 18, 2012.",Disclosed in part,91
12833en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00035,"All records pertaining to the meeting/communication held between representatives of Air Canada and Foreign Affairs Minister John Baird on February 17, 2012.",Does not exist,0
17230en,"Foreign Affairs, Trade and Development Canada",2012,04,A-2012-00035,For 2010 documents containing discussion of Afghanistan's mining policy and Ministry of Mines.,No record exists,0
12882en,"Foreign Affairs, Trade and Development Canada",2012,04,A-2012-00037,"Documentation which indicates all appointments, term and casual employees, by DFAIT in the NCR under the terms of the Public Service Employment Act. Timeframe: March 2011.",All disclosed,1
17066en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00037,"Relevant documents related to the ''Andean Regional Initiative '' allocating $20 million from CIDA for humanitarian projects executed in cooperation with mining companies in Latin America. Obtain copies of all documents - memos, briefings, summaries, exchange of correspondence - explaining in detail the criteria for allocating funds to these projects, the objectives pursued, the implementation schedule, the countries targeted, and contributions already made from January 1, 2011, to April 10, 2012. Exclude information requiring consultation with the Privy Council Office, for potential Cabinet confidences.",Disclosed in part,807
12834en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00065,"List of email subject headers of all e-mail of NGO, Phuong Mai. Timeframe: January 1, 2012 to April 11, 2012.",Disclosed in part,4
17100en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00065,Several request for Memos to President : T-20108 Afghanistan Program Evaluation; T-21585 Engagement in Afghanistan post - 2014; T-21319 Review of the fourteenth and final progress report on Canada's engagement in Afghanistan (July to December 2011).,Disclosed in part,5
12835en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00066,"Listing of email subject headers of all e-mail of LE, Tuyen. Timeframe: January 1, 2012 to April 11, 2012.",Disclosed in part,10
17007en,"Foreign Affairs, Trade and Development Canada",2012,10,A-2012-00066,"Travel expenses of the Minister for CIDA since her last mandate (May 2, 2011)",Disclosed in part,468
12770en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00067,"List from the departmentﾒs document tracking system for Briefing Notes, Deck Presentations, and Memorandums submitted to the Minister of Foreign Affairs. Timeframe: February 1, 2012 to March 31, 2012.",Disclosed in part,17
17191en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00067,"Expenditures incurred in the offices of the Minister of CIDA, renovations, furnishings, electronic devices of all kinds, art rental, decoration, May 2, 2011, to April 26, 2012",Disclosed in part,13
12836en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00068,"All records from the Canadian Consulate in Los Angeles, California that mentions MP Kirsty Duncan. Timeframe: January 2011 to April 13, 2012.",Disclosed in part,5
17192en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00068,"Correspondence relating to media inquiries and coverage of expenses incurred by Minister Bev Oda generated between April 1 and April 25, 2012",No record exists,0
12713en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00083,Documents containing discussion of the Afghanistan Mines Protection (security) Unit. Timeframe: 2010.,Does not exist,0
17196en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00083,Additional funding for the Dahla Dam project. From October 2011 to now.,No record exists,0
12714en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00084,Documents containing discussion of the Afghanistan Mines Protection (security) Unit. Timeframe: 2011.,Does not exist,0
17010en,"Foreign Affairs, Trade and Development Canada",2012,10,A-2012-00084,"Overall funding levels from the IAE to Afghanistan through any and all channels (bilateral, multilateral, partnership). From October 2011 to now (30-04-2012).",Nothing disclosed (excluded),0
12715en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00085,Documents containing discussion of the Afghanistan Mines Protection (security) Unit. Timeframe: 2009.,Does not exist,0
17147en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00085,All records of Minister Bev Oda's limo and car rental expenses since August 2007. Please include all receipts and requests made both in Canada and abroad.,Disclosed in part,55
12655en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00088,Documents containing discussion of Afghanistan's mining policy and Ministry of Mines. Timeframe: 2009.,Does not exist,0
17068en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00088,Access to the reports that track rejected proposals and the records that were created in response to those reports. The reports were referenced in request A-2010-00359,Disclosed in part,468
12717en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00089,Documents containing discussion of Afghanistan's mining policy and Ministry of Mines. Timeframe: 2008.,Does not exist,0
17197en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00089,"Bev Oda's trip to London, England, for a conference on international immunizations in June 2011, and her decision to switch from the Grange St. Paul's to the Savoy Hotel.",Disclosed in part,33
12118en,"Foreign Affairs, Trade and Development Canada",2013,03,A-2012-00092,Any reports on NGO Protection produced by the Andean Unit for Democratic Governance.,Disclosed in part,38
17011en,"Foreign Affairs, Trade and Development Canada",2012,10,A-2012-00092,"All receipts and documentation submitted pertaining to travel and hospitality expenses for Bev Oda for the period January 1, 2011 to December 31, 2011.",Disclosed in part,393
12119en,"Foreign Affairs, Trade and Development Canada",2013,03,A-2012-00093,2010 country reports produced by the Andean Unit for Democratic Governance.,Disclosed in part,27
17012en,"Foreign Affairs, Trade and Development Canada",2012,10,A-2012-00093,"Receipts and documentation submitted pertaining to travel and hospitality expenses for Bev Oda for the period January 1, 2012 to March 31, 2012.",Disclosed in part,58
16884en,"Foreign Affairs, Trade and Development Canada",2013,02,A-2012-00121,Please provide all Temporary Help Services (THS) Supply Arrangement (SA) and Standing Offer (SO) callups issued in the National Capital Region for the months of October 2011 to March 2012.,Disclosed in part,289
17148en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00121,Please provide all Temporary Help Services (THS) Supply Arrangement (SA) and Standing Offer (SO) callups issued in the National Capital Region for the months of October 2011 to March 2012.,All disclosed,3
12719en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00157,Emails held by the Director General (Afghanistan Task Force) on the Dahla Dam.,Does not exist,0
17152en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00157,"Get complete copies of QP notes and memoranda: Mali - General Budget Support, Health Sector Budget Support and Education Sector Budget Support (2012-2013).",Disclosed in part,43
12720en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00158,"Emails held by the Director (Gulf and Maghreb relations), Deputy Director (Libya and Tunisia), Director (Libya Task Force), and senior desk officer (Libya) with mention of Edis Zagorac.",All disclosed,12
17021en,"Foreign Affairs, Trade and Development Canada",2012,10,A-2012-00158,Obtain complete copy of QP notes and memorandums - D0362W2012 Renewal of the terms and conditions for the management of the CIDA Grant and Contribution Program,Disclosed in part,2
12288en,"Foreign Affairs, Trade and Development Canada",2013,01,A-2012-00163,"All emails held by the director (Latin America and Caribbean) related to Canadian mining operations in Guatemala, Honduras and El Salvador.",Disclosed in part,167
17155en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00163,2008-2011 - Records containing discussion of Panama's mining policy.,No record exists,0
11977en,"Foreign Affairs, Trade and Development Canada",2013,05,A-2012-00164,"All emails held by the director (Latin America and Caribbean) related to Canadian mining operations in Peru, Colombia and/or Bolivia.",Disclosed in part,25
17156en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00164,2006-2011 - Guatemala's mining policy,No record exists,0
12289en,"Foreign Affairs, Trade and Development Canada",2013,01,A-2012-00165,"All briefing notes and action memos prepared for the Minister of Foreign Affairs on Syria. Timeframe: March 1, 2012 to April 11, 2012.",Disclosed in part,64
17071en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00165,Implementation of new projects in Haiti since the January 2010 earthquake,Disclosed in part,7
12838en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00168,Final agreement that allows the Canadian Automobile Association (and sub-associations) to be the exclusive purveyor of International Driving Permits. Final documentation surrounding their (Canadian Automobile Association (and sub-associations)) appointment.,Does not exist,0
17072en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00168,QP notes and memorandums - D0293W2012 - increasing Canada's deployment of police officers to the European Union Coordinating Office for Palestinian support (EUPOL COPPS),Disclosed in part,3
12772en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00181,"All records prepared by/for the Assistant Deputy Minister level up to the Minister, RE: the closure of the International Centre for Human Rights and Democratic Development. Timeframe: January 1, 2012 to April 16, 2012.",Disclosed in part,4
17073en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00181,"Records concerning a ministerial announcement regarding CIDA's Economy Sustainable Growth Strategy on October 25, 2010 in Toronto",Disclosed in part,54
12290en,"Foreign Affairs, Trade and Development Canada",2013,01,A-2012-00194,"All documents including briefing notes to the Minister on Hans Island. Timeframe: January 1, 2012 to April 19, 2012.",Disclosed in part,43
17110en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00194,"Development Bank Annual Meeting in Lisbon, Portugal and at meetings to reinforce Canada's role in global food security in Rome, Italy in June 2011.",Disclosed in part,46
12721en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00213,"Lists of contracts awarded to advertising firms or agencies for the following years: 2006, 2007, 2008, 2009, 2010, 2011, 2012 to April 19.",Disclosed in part,140
17076en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00213,Information-scenario for the Summit of the Americas; information-refocusing the Bolivia program; OAS-CIDA COOPERATION plan 2011-2014; information request for assistance,Disclosed in part,20
12773en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00214,"Document held by your department on all alcohol expenditures made ??by officials including Minister and Deputy Minister and staff. Timeframe: July 27, 2010 to April 19, 2012.",Disclosed in part,181
16977en,"Foreign Affairs, Trade and Development Canada",2012,11,A-2012-00214,"CIDA Doc# 21523-SPPB Approval of Date, Venue and Invitations for the Ministerial Roundtable with the Private Sector CIDA Doc#21702-SPPB Information memo Private Sector Roundtable background materials CIDA Doc#21643-SPPB Information Canadian international Institute on Extractive Industries and Development: Summary of Stakeholders views CIDA Doc#21641-SPPB Advancing Democracy policy directive CIDA Doc# 21673-SPPB Information A CIDA way forward agenda on Extractives CIDA Doc#21848-SPPB Summary report of the Roundtable with the private Sector CIDA Doc#21893-SPPB Information Canadian International Institute on Extractive Industries and Development Online Consultation process CIDA Doc#21664-SPPB Information Canadian International Institute on Extractive Industries and development: Proposed Critical Path",Disclosed in part,47
12624en,"Foreign Affairs, Trade and Development Canada",2012,09,A-2012-00215,"Report on expenses paid to law firms or in-house and outside counsel. Timeframe: 2006 to April 19, 2012.",Disclosed in part,16
16978en,"Foreign Affairs, Trade and Development Canada",2012,11,A-2012-00215,CIDA Doc#19573-EMMAP Afghanistan Country Strategy Options CIDA Doc#21560-EMMAP New Silk Road Initiative Brief CIDA Doc#21749-EMMAP Requested updates and briefings on the CIDA programming in Afghanistan,Disclosed in part,50
12839en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00224,"Meeting notes, presentations or written communications relating to the meeting between representatives of Enbridge Inc. and DFAIT on December 12th 2011 as reported on the federal lobbying registry communication number: 4543-202529.",Does not exist,0
17119en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00224,The first non-amended draft of Minister Bev Oda's travel expense report for her official visit to Haiti (2012-01-08 to 2012-01-12),Disclosed in part,26
12840en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00225,Log books and/or calendars of arrivals and departures as well as all monthly reports produced by 9089-4288 Quebec Inc. SAVM - Services d'accueil aux visiteurs de marque.,All disclosed,5
17077en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00225,The first unmodified version of Minister Bev Oda's travel expense report for her participation at the 4th Forum on Aid Effectiveness from 2011-11-26 to 2011-12-02,Disclosed in part,29
12722en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00226,Results and analysis of the online survey into the National Holocaust Monument.,All disclosed,30
16980en,"Foreign Affairs, Trade and Development Canada",2012,11,A-2012-00226,"First version no amended draft of Minister Bev Oda's travel expense report for her official visit to East Africa from July 19-26, 2011.",Disclosed in part,45
12774en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00227,"List of all respondents and responses to the domestic consultations on Canada and the Trans-Pacific Partnership negotiations launched on December 31, 2011.",Disclosed in part,316
17028en,"Foreign Affairs, Trade and Development Canada",2012,10,A-2012-00227,"The first unamended draft expense report on Minister Bev Oda's trip to Lisbon, London and Rome for the period from 2011-06-08 to 2011-06-17.",Disclosed in part,48
12841en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00230,"Travel and hospitality expenses claimed by the Minister of International Trade, Ed Fast, to participate in bilateral meetings with counterparts, officials, and business representatives in Brazil and Paraguay. Timeframe: June 22 to 30, 2011.",Disclosed in part,12
17120en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00230,"Department's communication strategy, specifically how it has been ordered or decided to deal with media requests",All disclosed,36
12843en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00232,"Travel and hospitality expenses claimed by the Minister of International Trade Ed Fast, for bilateral meetings in China, Malaysia, Brunei and Singapore. Timeframe: February 7 to 15, 2012.",Disclosed in part,11
17162en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00232,"Receipts, invoices and guest lists detailing travel and hospitality expenses claimed by Minister of International Co-operation Bev Oda to attend the 4th High Level Forum on Aid Effectiveness in Busan, South Korea from 2011-11-26 to 2011-12-02.",Disclosed in part,8
12844en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00233,"Travel and hospitality expenses claimed by the Minister of International Trade, Ed Fast, for bilaterals in Germany (Berlin, Dusseldorf), France (Paris) and World Trade Organization Ministerial Conference in Geneva. Timeframe: December 8 to 18, 2012.",Disclosed in part,14
16981en,"Foreign Affairs, Trade and Development Canada",2012,11,A-2012-00233,"Expenses incurred during a trip to East Africa from July 19-26, 2011",Disclosed in part,15
12845en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00234,"Travel and hospitality expenses claimed by the Minister of International Trade, Ed Fast, for visit to New Delhi, Mumbai, Pune, Republic of India and Asia-Pacific Economic Cooperation in Honolulu, Hawaii. Timeframe: November 1 to 14, 2011.",Disclosed in part,16
16982en,"Foreign Affairs, Trade and Development Canada",2012,11,A-2012-00234,"All records related to expenses incurred during a trip to Haiti from January 08-12, 2012.",Disclosed in part,275
12846en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00235,"Travel and hospitality expenses claimed by the Minister of International Trade, Ed Fast, for meetings to promote Canada-US trade and defend Canadian interests in Washington, DC. Timeframe: October 17 to 18, 2011.",Disclosed in part,5
17030en,"Foreign Affairs, Trade and Development Canada",2012,10,A-2012-00235,"All records related to expenses incurred during a trip to Haiti from May 13-15, 2011.",Disclosed in part,18
12044en,"Foreign Affairs, Trade and Development Canada",2013,04,A-2012-00246,"All directives detailing precautions to be taken when using Blackberries, phones, email and internet while accompanying the Prime Minister on his February 2012 trip to China. Timeframe: September 2011 to March 2012.",Disclosed in part,33
17122en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00246,Any documents describing any matching funds CIDA gave to North American Shia Ithna-Asheri Muslim Community (NASIMCO) - Period 2011-12 and 2012-13,No record exists,0
12219en,"Foreign Affairs, Trade and Development Canada",2013,02,A-2012-00278,"Briefing notes, memoranda, and speaking notes sent to or from the Assistant Deputy Minister level and above regarding the dispute with Denmark over Hans Island. Timeframe: January 2012 to April 30, 2012.",Disclosed in part,53
17053en,"Foreign Affairs, Trade and Development Canada",2012,09,A-2012-00278,"Travel and hospitality expenses for the Minister for Port-au-Prince, Haiti, including but not limited to receipts, forms and emails 2012-01-08 to 2012-01-12.",Disclosed in part,201
12723en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00279,"Briefing Notes, Memoranda, and speaking notes sent to or from the Assistant Deputy Minister level and above regarding the dispute with the United States over recognition of the Northwest Passage as domestic waters. Timeframe: January 2012 to April 30, 2012.",Does not exist,0
16984en,"Foreign Affairs, Trade and Development Canada",2012,11,A-2012-00279,"Travel and hospitality expenses for the Minister for Port-au-Prince, Haiti 2011-10-09 to 2011-10-13",Disclosed in part,126
12293en,"Foreign Affairs, Trade and Development Canada",2013,01,A-2012-00280,"Briefing notes, memoranda, and speaking notes sent to or from the assistant deputy minister level and above regarding the dispute with the United States over the Beaufort Sea. Timeframe: January 2012 to April 30, 2012.",All disclosed,11
17079en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00280,Travel and hospitality expenses for the Minister for New York 2011-09-18 to 2011-09-24,Disclosed in part,101
12374en,"Foreign Affairs, Trade and Development Canada",2012,12,A-2012-00284,"Briefing notes, memoranda, and speaking notes sent to or from the assistant deputy minister level and above regarding Talisman's operations in Peru. Timeframe: January 2012 to April 30, 2012.",All disclosed,3
16985en,"Foreign Affairs, Trade and Development Canada",2012,11,A-2012-00284,"Travel and hospitality expenses for the Minister for Dhaka, Bangladesh; Geneva, Switzerland, including but not limited to receipts, forms and emails 2011-01-19 to 2011-01-27",Disclosed in part,48
12776en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00285,"Any Briefing Notes, decks or threat assessments prepared since May 1, 2011 pertaining to cyberattacks on government or private-sector networks.",Does not exist,0
17080en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00285,"Hospitality expenses for the Minister for Montr�al, Quebec 2011-01-10 to 2011-01-12",Disclosed in part,19
12778en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00290,"All records related to expenses incurred by Minister Bev Oda on a trip to New York City to attend the UN General Assembly. Timeframe: September 18 to 24, 2011.",Disclosed in part,18
17033en,"Foreign Affairs, Trade and Development Canada",2012,10,A-2012-00290,"Travel and hospitality expenses for Washington, DC; Halifax, Nova Scotia 2010-04-24 to 2010-04-28",Disclosed in part,45
12779en,"Foreign Affairs, Trade and Development Canada",2012,06,A-2012-00291,"All records related to expenses incurred by Idee Inyangudor and Alayna Johnson on a trip to New York City to accompany the minister to the UN General Assembly. Timeframe: September 18 to 24, 2011.",Disclosed in part,31
17034en,"Foreign Affairs, Trade and Development Canada",2012,10,A-2012-00291,"Travel and hospitality expenses for the Minister New York City, New York including but not limited to receipts, forms and emails 2010-04-14",Disclosed in part,23
12851en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00293,"Copies of all receipts for items listed as ﾑOther Transportﾒ submitted for proactive disclosure by then Minister of International Trade, Peter Van Loan, regarding his trip to Davos, Switzerland. Timeframe: January 28 to 30, 2011.",All disclosed,2
17081en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00293,"Travel and hospitality expenses for the Minister for Halifax, Nova Scotia 2010-02-17 to 2010-02-18",Disclosed in part,18
12852en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00301,Contracts awarded to a firm or firms for the installation of framed photographs of Queen Elizabeth II in every federal department (including all Canadian embassies abroad).,Disclosed in part,4
17083en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00301,Documentation which indicates all appointments Term and Casual employees by this institution in the National Capital Region under the terms of the Public Service Employment Act during the period: June 2012,All disclosed,1
12640en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00303,The last six quarterly reports on diplomatic incidents of alleged criminal activity/brushes with law/wrongdoing compiled by protocol office.,Disclosed in part,23
16945en,"Foreign Affairs, Trade and Development Canada",2012,12,A-2012-00303,"All receipts and itineraries for Minister Oda and MINO STAFF for international and domestic travel from Sept. 2, 2011 to Dec 1, 2011.",Disclosed in part,242
12854en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00316,Documentation which indicates all appointments of term and casual employees by this institution in the NCR under the terms of the Public Service Employment Act. Timeframe: April 2012.,All disclosed,1
16990en,"Foreign Affairs, Trade and Development Canada",2012,11,A-2012-00316,"All records related to expenses incurred by Minister Oda during her trip to East Africa from July 19-26, 2011. Include receipts, itineraries and emails.",Disclosed in part,73
12724en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00317,"Communications to the Department of Foreign Affairs and International Trade from the forestry sector regarding free trade negotiations, including but not limited to initiatives with China and the Trans-Pacific Partnership Agreement. Timeframe:  June 2011 to April 27, 2012.",Disclosed in part,15
16913en,"Foreign Affairs, Trade and Development Canada",2013,01,A-2012-00317,"Briefing note(s), memoranda and speaking note(s) sent to/or from Vice-President and above regarding the Minister's trip to East Africa. Records from June 2011 to August 2011.",Disclosed in part,234
12646en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00330,Copy of the Contribution Agreement RE: The $10 million fund for the transition to democracy and to help the government get rid of weapons (exclude Drafts) and all email with SNC executive Bruno Picard and DFAIT.,Disclosed in part,22
16991en,"Foreign Affairs, Trade and Development Canada",2012,11,A-2012-00330,CIDA-funded Small Business and Economic Development for Ivano-Frankivsk project (Donor Project ID Z011185001): Final Narrative Report,Disclosed in part,210
12725en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00346,"Records prepared for the Chief of Protocol of Canada concerning Prime Ministers, Foreign Ministers, Presidents, Deputy Prime Ministers, Deputy Foreign Ministers, or Deputy Presidents for international visits to Canada.",Disclosed in part,85
17054en,"Foreign Affairs, Trade and Development Canada",2012,09,A-2012-00346,"Project Number A035301-001, Canada Funds for Local Initiative in El Salvador for 2011-2012. Please include names of recipient institutions of organizations, description of projects being funded and any progress reports.",All disclosed,15
12295en,"Foreign Affairs, Trade and Development Canada",2013,01,A-2012-00348,"All records concerning Canada's interest in Norway's oil and gas natural resources development.  Timeframe: January 1 2012 to May 4, 2012.",Disclosed in part,44
17088en,"Foreign Affairs, Trade and Development Canada",2012,08,A-2012-00348,"Bamboo Laminates Micro-Enterprise for Southeast Nepal Executing Agency / Partner Organisation: Habitat for Humanity Canada. Materials prepared by / for CIDA that address project performance post CIDA letter to Executing Agency/after June 1, 2011",No record exists,0
12727en,"Foreign Affairs, Trade and Development Canada",2012,07,A-2012-00357,"Final drafts of Briefing Notes, memos, presentations concerning Sandra McCardell and her official functions. Timeframe: July 1, 2011 to May 4, 2012.",Does not exist,0
16886en,"Foreign Affairs, Trade and Development Canada",2013,02,A-2012-00357,Computer-generated list of all ATIP requests received by CIDA since 1 January 2010.,Disclosed in part,100
12856en,"Foreign Affairs, Trade and Development Canada",2012,05,A-2012-00371,"Documents to show the cumulative legal costs to Canada, as of May 1, 2012, to challenge at the World Trade Organization the European Union's ban on seal products.",Does not exist,0
17055en,"Foreign Affairs, Trade and Development Canada",2012,09,A-2012-00371,"Departmental Human Resources Strategic Plan - January 2009 to present (August 9, 2012)",All disclosed,2
